Concepto,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Departamento,Origen
Tasa de Ocupación (TO),75.350633661,76.094121507,77.646478294,77.003999563,78.727211966,77.875848404,75.874271981,74.166149081,75.039890446,73.222066007,71.895363792,69.822316501,70.241230344,63.470094745,67.906386244,72.747669227,72.867527132,72.636842891,Huila,Hombres
Tasa de Desocupación (TD),7.442340608,7.3118608,8.106143389,7.687895184,5.676861405,6.431000897,7.377196651,6.063930401,6.255145486,6.143579674,6.670054074,7.132400755,6.932546628,12.723894476,8.584588745,6.386356485,5.548932794,7.09511207,Huila,Hombres
Tasa de Subocupación (TS),7.709738238,9.983994505,15.325584593,14.048361742,12.039035822,13.933862652,13.985082052,12.473699924,12.668879553,13.340735924,11.24140767,12.274081304,12.368261235,0.0,3.202067192,3.972043834,5.430212201,3.370429156,Huila,Hombres
Población total,482.233,488.322,494.332,500.36,506.392,512.384,518.321,524.236,530.198,536.263,542.414,548.93,554.382,559.537,564.025,568.301,572.403,576.472,Huila,Hombres
Población en edad de trabajar (PET),327.818,333.844,339.813,345.75,351.651,357.506,363.256,368.93,374.558,380.203,385.847,391.697,397.126,402.413,407.372,412.126,416.777,420.894,Huila,Hombres
Fuerza de trabajo  ,266.874662,274.075692,287.12782,288.41431900000003,293.507015,297.546018,297.57018300000004,291.284461,299.82223,296.615288,297.231614,294.496597,299.724746,292.64815500000003,302.609,320.265,321.537,329.072,Huila,Hombres
Población ocupada,247.01294000000001,254.035659,263.852827,266.24132799999995,276.845028,278.41083100000003,275.617845,273.621174,281.067913,278.392492,277.40610399999997,273.491919,278.946188,255.411912,276.632,299.812,303.695,305.724,Huila,Hombres
Población desocupada,19.861721000000003,20.040033,23.274993,22.172991000000003,16.661986000000002,19.135187000000002,21.952338,17.663287,18.754317,18.222797,19.825508999999997,21.004677,20.778558,37.236242,25.978,20.453,17.842,23.348,Huila,Hombres
Población fuera de la fuerza de trabajo,60.943338000000004,59.768308,52.68518,57.335680999999994,58.143985,59.959982000000004,65.685817,77.645539,74.73577,83.587712,88.615386,97.20040300000001,97.401254,109.76484500000001,104.763,91.861,95.24,91.822,Huila,Hombres
Población subocupada,20.575338,27.363702,44.004017,40.517487,35.335415,41.459652999999996,41.615434,36.333949999999994,37.984117,39.570662,33.413016999999996,36.146752,37.07074,0.0,9.69,12.721,17.46,11.091,Huila,Hombres
Fuerza de trabajo potencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.848,6.673,4.341,3.701,Huila,Hombres
% población en edad de trabajar ,59.595272174,59.842697968,60.107258566,60.393337404,60.699705542,61.048378124,61.437712484,61.862252515,62.32293178,62.808074243,63.294855558,63.71859063,64.414729598,64.972673657,65.421766172,65.819771093,66.25455041,66.778758687,La Guajira,Hombres
Tasa Global de Participación (TGP),67.125992593,71.628031152,80.192327208,87.117438812,84.381105831,90.281188248,89.373658012,87.500054246,89.443200525,88.524234058,90.797797722,92.519772274,90.545506477,85.885929274,82.165762504,78.594765205,73.512168415,71.33980137,La Guajira,Hombres
Tasa de Ocupación (TO),57.646504945,62.536333651,74.564974455,82.598997863,78.938834753,84.739230476,84.772191487,84.319370694,84.357415951,83.30682532,87.496184552,90.441613893,87.78137741,80.238323923,78.486149717,73.14532647,64.392900151,63.996012747,La Guajira,Hombres
Tasa de Desocupación (TD),14.121932923,12.6929323,7.017320671,5.186609031,6.449632324,6.138552094,5.148571321,3.635064662,5.686049408,5.893763209,3.636226046,2.246177579,3.052751235,6.575705006,4.478279851,6.933589943,12.405113957,10.29409738,La Guajira,Hombres
Tasa de Subocupación (TS),10.792049048,7.366536009,9.873659746,13.20398634,6.222671655,11.078188149,11.505772567,11.775528554,13.704077478,14.456930355,15.527265107,16.55576858,16.944091796,0.0,10.899396692,7.810175677,10.428118822,9.559453533,La Guajira,Hombres
Población total,327.677,335.66,343.842,352.115,360.323,368.493,376.793,385.125,393.563,403.109,414.525,430.405,453.047,471.706,482.761,489.989,496.59,502.935,La Guajira,Hombres
Población en edad de trabajar (PET),195.28,200.868,206.674,212.654,218.715,224.959,231.493,238.247,245.28,253.185,262.373,274.248,291.829,306.48,315.831,322.51,329.013,335.854,La Guajira,Hombres
Fuerza de trabajo  ,131.083638,143.877794,165.73669,185.258718,184.554136,203.095658,206.89376199999998,208.466254,219.386282,224.130082,238.228906,253.733625,264.238046,263.223196,259.505,253.476,241.865,239.597,La Guajira,Hombres
Población ocupada,112.572095,125.615483,154.106415,175.650073,172.651072,190.628525,196.241689,200.888371,206.91187,210.920386,229.566364,248.03431700000002,256.171516,245.91441500000002,247.883,235.901,211.861,214.933,La Guajira,Hombres
Población desocupada,18.511543000000003,18.262311,11.630275,9.608645000000001,11.903063,12.467133,10.652073,7.577883,12.474412000000001,13.209696,8.662542,5.699308,8.06653,17.308781,11.621,17.575,30.004,24.664,La Guajira,Hombres
Población fuera de la fuerza de trabajo,64.19636200000001,56.990206,40.93731,27.395281999999998,34.160864000000004,21.863342,24.599238,29.780746,25.893718,29.054918,24.144094000000003,20.514375,27.590954,43.256803999999995,56.326,69.034,87.149,96.256,La Guajira,Hombres
Población subocupada,14.146611,10.598809,16.364277,24.461536,11.484198000000001,22.499319,23.804726,24.548003,30.064866000000002,32.40233,36.990434,42.007552000000004,44.772737,0.0,28.284,19.797,25.222,22.904,La Guajira,Hombres
Fuerza de trabajo potencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.878,7.528,7.445,11.765,La Guajira,Hombres
% población en edad de trabajar ,66.174059596,66.377372573,66.599485896,66.838079127,67.099021237,67.390679223,67.720924235,68.082015906,68.474379778,68.897048002,69.333800735,69.785774982,70.254092951,70.69368077,71.126335335,71.536120676,71.945703504,72.427563678,Magdalena,Hombres
Tasa Global de Participación (TGP),78.260598421,74.942983265,77.361207124,78.789920636,78.405786349,80.08267656,78.176079638,79.459221118,79.643709898,79.034959326,79.627121772,78.36568228,79.375521324,73.825406464,76.885826545,77.142252421,77.44932382,75.178082337,Magdalena,Hombres
Tasa de Ocupación (TO),71.752401306,68.497470322,71.959708244,73.751334249,72.358415206,75.64804174,74.104497134,75.853910924,76.431555618,75.569404467,76.666593545,75.020835953,75.541629196,67.891884323,71.350227792,72.84846947,73.355441807,70.810081486,Magdalena,Hombres
Tasa de Desocupación (TD),8.316058459,8.600555598,6.982180192,6.394963145,7.712914346,5.537570684,5.208220369,4.537308751,4.033155015,4.38483791,3.717989752,4.268253947,4.830068596,8.037235994,7.1997649,5.566058569,5.285884771,5.810205203,Magdalena,Hombres
Tasa de Subocupación (TS),10.741102576,9.150338803,8.943130835,9.104174881,11.979292405,10.915544407,11.947606898,11.759607832,12.088918115,10.142639557,12.141743933,10.253846389,11.318579608,0.0,10.472309572,12.549100732,11.225688293,9.063547636,Magdalena,Hombres
Población total,566.645,576.115,585.485,594.667,603.517,612.052,620.405,628.561,636.587,645.495,656.11,670.79,693.998,713.109,724.272,731.404,737.801,744.09,Magdalena,Hombres
Población en edad de trabajar (PET),374.972,382.41,389.93,397.464,404.954,412.466,420.144,427.937,435.899,444.727,454.906,468.116,487.562,504.123,515.148,523.218,530.816,538.926,Magdalena,Hombres
Fuerza de trabajo  ,293.455331,286.589462,301.654555,313.16157,317.50736800000004,330.31381300000004,328.452108,340.035407,347.166135,351.489804,362.228555,366.84229700000003,387.004879,372.170854,396.076,403.622,411.113,405.155,Magdalena,Hombres
Población ocupada,269.05141399999997,261.941176,280.59249,293.13500300000004,293.018297,312.022452,311.345598,324.606951,333.164387,336.077545,348.760934,351.18453600000004,368.312278,342.258604,367.559,381.156,389.382,381.614,Magdalena,Hombres
Población desocupada,24.403917,24.648286,21.062064999999997,20.026567,24.489071,18.291361000000002,17.10651,15.428456,14.001748,15.412258,13.467621,15.657761,18.692601,29.91225,28.517,22.466,21.731,23.54,Magdalena,Hombres
Población fuera de la fuerza de trabajo,81.516669,95.820538,88.275445,84.30242999999999,87.446632,82.15218700000001,91.69189200000001,87.90159299999999,88.732865,93.237196,92.677445,101.273703,100.557121,131.952146,119.072,119.596,119.703,133.772,Magdalena,Hombres
Población subocupada,31.520338,26.223907,26.977362,28.510776999999997,38.035136,36.055551,39.242167,39.986830000000005,41.96863,35.650344,43.980864000000004,37.615446000000006,43.803455,0.0,41.478,50.651,46.15,36.721,Magdalena,Hombres
Fuerza de trabajo potencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.87,10.947,6.184,6.632,Magdalena,Hombres
% población en edad de trabajar ,68.871133816,69.364919217,69.859782291,70.340371812,70.813146748,71.278245482,71.734966496,72.16941381,72.587434651,72.984611637,73.351403499,73.709843732,74.002986755,74.287196696,74.596519004,74.882124012,75.167169255,75.499638919,Meta,Hombres
Tasa Global de Participación (TGP),80.766583832,79.966783047,83.394924566,82.543151607,83.728445977,83.172110771,80.454553539,80.065342617,82.066097329,80.891653643,82.378727903,81.153254987,81.036953347,75.330739679,76.603736109,76.967389745,77.018808245,77.312420394,Meta,Hombres
Tasa de Ocupación (TO),73.526366766,72.667892106,75.625400947,75.540948434,76.567989306,75.829556247,73.335668609,72.913649702,74.744352565,73.328102816,74.11303278,73.264084952,71.563220851,61.839233505,66.094469753,69.542235701,69.904837685,70.951988941,Meta,Hombres
Tasa de Desocupación (TD),8.964372048,9.127403483,9.316542535,8.483081923,8.551999965,8.828144983,8.848330662,8.932320379,8.921765507,9.350224018,10.033773686,9.721322991,11.690632612,17.909695605,13.718999738,9.64714286,9.23666663,8.226920617,Meta,Hombres
Tasa de Subocupación (TS),10.148483525,10.089648919,10.63734047,10.641686372,11.365328761,11.723487205,10.680196594,8.915911363,9.392293472,8.755782569,9.699602709,9.424451732,7.979127643,0.0,5.917968379,6.010812934,5.705222406,6.536253936,Meta,Hombres
Población total,428.297,438.086,447.661,457.059,466.275,475.253,483.969,492.451,500.774,509.021,517.243,525.634,531.011,535.807,539.606,542.979,546.228,549.393,Meta,Hombres
Población en edad de trabajar (PET),294.973,303.878,312.735,321.497,330.184,338.752,347.175,355.399,363.499,371.507,379.405,387.444,392.964,398.036,402.527,406.594,410.584,414.789,Meta,Hombres
Fuerza de trabajo  ,238.239615,243.001461,260.805117,265.373756,276.45793199999997,281.747189,279.318096,284.55142700000005,298.30944300000004,300.51815600000003,312.549013,314.42341700000003,318.446053,299.843463,308.351,312.945,316.227,320.684,Meta,Hombres
Población ocupada,216.88293,220.82173699999998,236.50709799999998,242.861883,252.81525,256.874138,254.603107,259.134382,271.694974,272.41903499999995,281.188552,283.85730099999995,281.217695,246.14241099999998,266.048,282.755,287.018,294.301,Meta,Hombres
Población desocupada,21.356685000000002,22.179723999999997,24.29802,22.511873,23.642682,24.87305,24.714989000000003,25.417044999999998,26.614469,28.099121,31.360461,30.566116,37.228358,53.701052000000004,42.303,30.19,29.209,26.382,Meta,Hombres
Población fuera de la fuerza de trabajo,56.733385000000006,60.876538999999994,51.929883000000004,56.123244,53.726068,57.004811000000004,67.856904,70.847573,65.18955700000001,70.988844,66.855987,73.020583,74.517947,98.192537,94.176,93.649,94.357,94.106,Meta,Hombres
Población subocupada,24.177708,24.517993999999998,27.742728,28.240243,31.420353,33.030595999999996,29.831722000000003,25.370352999999998,28.018098000000002,26.312716,30.316011999999997,29.632683,25.409217,0.0,18.248,18.811,18.041,20.961,Meta,Hombres
Fuerza de trabajo potencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.653,3.871,5.712,5.947,Meta,Hombres
% población en edad de trabajar ,70.49440107,71.032757444,71.576202208,72.111788077,72.634048102,73.137952663,73.61135546,74.043533651,74.433374797,74.778131221,75.058189222,75.293488257,75.523760281,75.73509078,75.926560632,76.169919431,76.378220094,76.52525185,Nariño,Hombres
Tasa Global de Participación (TGP),80.573196043,81.682304772,83.564755709,85.460279788,85.592036761,85.084349631,84.745147523,83.30094114,85.106360456,85.047764124,85.683768255,83.402348901,82.480424832,80.772647916,82.974096977,84.790952013,86.124546167,85.15481279,Nariño,Hombres
Tasa de Ocupación (TO),73.021389862,75.498943649,76.038164536,76.64860966,78.068963665,78.263366365,78.655075393,77.457224507,80.936470059,81.109601829,82.16486246,79.883680763,79.037529873,75.878201264,78.829165792,81.124851198,82.480950368,81.593242851,Nariño,Hombres
Tasa de Desocupación (TD),9.372603486,7.57001304,9.006896639,10.310836976,8.789454464,8.016730804,7.18633728,7.015186808,4.899622513,4.630530074,4.106852286,4.218907722,4.174196442,6.059534728,4.995451998,4.323693422,4.230612481,4.182464645,Nariño,Hombres
Tasa de Subocupación (TS),10.133274243,7.738162659,11.989500597,14.111848139,16.133707205,18.313819515,16.253775413,15.360467701,17.568898034,15.655248988,12.737554053,10.413171213,8.910641362,0.0,7.878714777,9.106908816,10.742645205,11.049885658,Nariño,Hombres
Población total,759.788,765.078,769.584,773.714,777.594,781.21,784.398,787.299,790.249,793.149,795.68,798.158,796.834,795.548,795.478,793.757,793.277,793.122,Nariño,Hombres
Población en edad de trabajar (PET),535.608,543.456,550.839,557.939,564.798,571.361,577.406,582.944,588.209,593.102,597.223,600.961,601.799,602.509,603.979,604.604,605.891,606.938,Nariño,Hombres
Fuerza de trabajo  ,431.556484,443.907386,460.30726500000003,476.81622999999996,483.422112,486.138791,489.32356699999997,485.59783799999997,500.603272,504.41999,511.723171,501.21559,496.36637199999996,486.662473,501.147,512.649,521.821,516.837,Nariño,Hombres
Población ocupada,391.108406,410.303539,418.847865,427.65248599999995,440.931945,447.166353,454.159125,451.532243,476.075601,481.06267099999997,490.707457,480.069767,475.647064,457.172992,476.112,490.484,499.745,495.221,Nariño,Hombres
Población desocupada,40.448078,33.603847,41.4594,49.163744,42.490165999999995,38.972438000000004,35.164442,34.065595,24.527670999999998,23.357319,21.015715,21.145823,20.719307,29.489482,25.035,22.165,22.076,21.617,Nariño,Hombres
Población fuera de la fuerza de trabajo,104.051516,99.548614,90.531735,81.12277,81.375888,85.222209,88.08243300000001,97.34616199999999,87.605728,88.68200999999999,85.49982899999999,99.74541,105.432628,115.84652700000001,102.833,91.954,84.07,90.101,Nariño,Hombres
Población subocupada,43.730802000000004,34.350276,55.188542,67.287582,77.99390799999999,89.03058100000001,79.53355400000001,74.590099,87.950478,78.968205,65.181016,52.192438,44.229427,0.0,39.484,46.687,56.057,57.11,Nariño,Hombres
Fuerza de trabajo potencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.994,11.711,12.516,14.458,Nariño,Hombres
% población en edad de trabajar ,69.079435897,69.458054058,69.856237905,70.274727401,70.710095412,71.150936792,71.581954581,71.9974878,72.388671746,72.744734769,73.048834041,73.281636154,73.448948573,73.635762071,73.87841162,74.13255123,74.406546674,74.796054845,Norte de Santander,Hombres
Tasa Global de Participación (TGP),80.333892769,80.513405086,81.823374381,81.353476704,83.123188291,84.332107618,83.339933211,82.45936821,82.111105969,81.655516259,82.221944242,81.108158174,80.527196327,78.05934381,77.102171796,76.106086543,75.221070868,74.305363674,Norte de Santander,Hombres
Tasa de Ocupación (TO),74.060932586,74.116575166,75.175238859,73.340511097,75.237192555,76.339926546,75.128539529,74.305251827,73.737906222,72.894267483,74.487495503,72.612664251,71.07116351,64.112033631,67.992609163,68.462667021,68.037875767,65.781351195,Norte de Santander,Hombres
Tasa de Desocupación (TD),7.80860975,7.945049539,8.124983323,9.849567508,9.487118935,9.477032292,9.852892083,9.888647658,10.197402224,10.729524688,9.406793782,10.474277945,11.742657447,17.867572924,11.814923523,10.043112015,9.549445412,11.471597819,Norte de Santander,Hombres
Tasa de Subocupación (TS),9.258475513,8.386988554,8.043821077,9.280334484,8.137481289,10.918408948,11.062057343,8.813475438,8.676894612,9.178481416,9.96519218,9.657919287,10.384433932,0.0,8.557827249,8.4864424,7.20709895,7.631285679,Norte de Santander,Hombres
Población total,651.796,658.848,665.544,671.866,677.585,682.809,687.82,692.62,697.442,704.385,715.034,734.405,770.429,797.918,809.592,814.215,818.044,821.759,Norte de Santander,Hombres
Población en edad de trabajar (PET),450.257,457.623,464.924,472.152,479.121,485.825,492.355,498.669,504.869,512.403,522.324,538.184,565.872,587.553,598.114,603.598,608.678,614.643,Norte de Santander,Hombres
Fuerza de trabajo  ,361.708976,368.44786,380.41650500000003,384.11206699999997,398.260651,409.706462,410.328328,411.199307,414.55352,418.40531500000003,429.464948,436.51113,455.680856,458.640016,461.159,459.375,457.854,456.713,Norte de Santander,Hombres
Población ocupada,333.464533,339.174495,349.507728,346.27869,360.477189,370.878448,369.899121,370.537256,372.27983,373.512413,389.066066,390.789741,402.17181400000004,376.692177,406.673,413.239,414.132,404.321,Norte de Santander,Hombres
Población desocupada,28.244442,29.273365000000002,30.908777999999998,37.833377,37.783462,38.828014,40.429207000000005,40.662051,42.27369,44.892902,40.398882,45.721389,53.509042,81.947839,54.486,46.136,43.723,52.392,Norte de Santander,Hombres
